GameID,TurnCount,,Epsilon,AverageLoss,cities,cities,settlements,road,longest,largest,devvps,resource_production,total_resource_production,total_resources_gained,amount_of_resources_used,seven_robbers_moved,knights_and_robbers_moved,total_robber_gain,total_resources_lost,total_resources_discarded,dev_cards_held,dev_cards_held_total,dev_cards_used,dev_cards_used_total,dev_cards_bought_total
4432,403,"[Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED]",0.8987559999970887,4177460.5204302934,3,0,3,9,FALSE,FALSE,0,"{'WOOD': 0.2222222222222222, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0, 'ORE': 0}",0.2777777777777778,144,32,14,19,12,25,8,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 5, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",6,6
4433,237,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.8986099999970845,6221609.036820085,2,0,2,3,FALSE,FALSE,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.19444444444444442,44,8,5,7,5,6,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
4434,352,"[RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE]",0.8983129999970759,4919011.275305134,10,3,1,15,FALSE,FALSE,3,"{'WOOD': 0.19444444444444445, 'BRICK': 0, 'SHEEP': 0.5555555555555556, 'WHEAT': 0.08333333333333333, 'ORE': 0.2777777777777778}",1.1111111111111112,206,70,12,14,7,41,34,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 2}",4,7
4435,363,"[RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE]",0.8980599999970686,4681811.502431757,4,1,2,15,FALSE,FALSE,0,"{'WOOD': 0.5277777777777778, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.1111111111111111, 'ORE': 0.1388888888888889}",0.7777777777777777,151,44,18,21,7,40,25,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,3
4436,198,"[RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE]",0.8979049999970642,3313147.744874622,6,0,4,15,TRUE,FALSE,0,"{'WOOD': 0.2222222222222222, 'BRICK': 0.2777777777777778, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.1111111111111111, 'ORE': 0}",0.6944444444444444,99,40,9,11,5,13,5,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
4437,286,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.8976579999970571,6070188.843280499,10,2,0,13,TRUE,TRUE,2,"{'WOOD': 0.2222222222222222, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.5555555555555556, 'ORE': 0.16666666666666666}",0.9444444444444444,264,59,9,15,8,55,47,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 6, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",7,9
4438,148,"[RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE]",0.8975409999970537,5398273.7236995865,4,0,4,15,FALSE,FALSE,0,"{'WOOD': 0.25, 'BRICK': 0.2777777777777778, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.05555555555555555, 'ORE': 0}",0.6666666666666667,98,40,2,4,2,16,11,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
4439,245,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED]",0.8973619999970486,3971529.5007815226,8,1,3,13,TRUE,FALSE,1,"{'WOOD': 0.1111111111111111, 'BRICK': 0.16666666666666666, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.25, 'ORE': 0}",0.6388888888888888,100,53,7,11,6,14,8,"{'KNIGHT': 1, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,6
4440,249,"[RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE]",0.8971769999970433,2775484.022735431,6,2,0,9,FALSE,FALSE,2,"{'WOOD': 0, 'BRICK': 0.16666666666666666, 'SHEEP': 0, 'WHEAT': 0.2777777777777778, 'ORE': 0.16666666666666666}",0.611111111,158,32,8,9,7,38,28,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",2,4
4441,334,"[Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE]",0.8969029999970354,5620915.383,10,4,0,15,FALSE,TRUE,0,"{'WOOD': 0.6666666666666667, 'BRICK': 0, 'SHEEP': 0.3333333333333333, 'WHEAT': 0.16666666666666666, 'ORE': 0.4444444444444444}",1.6111111111111112,308,72,13,18,14,123,99,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 5, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",6,6
4442,454,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED]",0.8965809999970261,5027840.880789621,7,2,1,11,FALSE,FALSE,2,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.1111111111111111, 'ORE': 0.4444444444444444}",0.5555555555555556,160,47,23,26,23,21,13,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,5
4443,197,"[Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE]",0.8964449999970222,5228641.285610423,3,0,3,7,FALSE,FALSE,0,"{'WOOD': 0.19444444444444442, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.16666666666666666}",0.36111111111111105,68,16,7,7,4,7,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",1,2
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,11,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,2,1503,3,,,,,,,,,,,,,,,,,,,,
,,,3,1030,4,,,,,,,,,,,,,,,,,,,,
,,,4,711,6,,,,,,,,,,,,,,,,,,,,
,,,5,519,8,,,,,,,,,,,,,,,,,,,,
,,,6,351,6,,,,,,,,,,,,,,,,,,,,
,,,7,289,5,,,,,,,,,,,,,,,,,,,,
,,,8,173,10,,,,,,,,,,,,,,,,,,,,
,,,9,121,4,,,,,,,,,,,,,,,,,,,,
,,,10,613,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,11,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,11,,,,,,,,,,,,,,,,,,,,
,,,,,11,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,9,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,9,,,,,,,,,,,,,,,,,,,,
,,,,,9,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,11,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,9,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,11,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,9,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,9,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,9,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,9,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,
